House_ID,Location,Bedrooms,Bathrooms,Balconies,Area_sqft,Furnishing,Parking,Age_of_Property,Floor,Total_Floors,House_Type,Price_INR
H1971,Chennai,2,2,3,1692,Semi-Furnished,1,15,2,6,Apartment,6358355
H1972,Pune,1,3,3,1412,Unfurnished,2,29,2,6,Independent House,3606908
H1973,Hyderabad,2,3,0,961,Furnished,0,0,11,14,Villa,17292719
H1974,Coimbatore,2,3,3,2056,Unfurnished,0,22,13,19,Independent House,15721300
H1975,Bangalore,4,3,0,1528,Unfurnished,1,27,14,13,Villa,15585170
H1976,Chennai,4,3,1,699,Semi-Furnished,1,5,6,18,Villa,21597324
H1977,Kolkata,2,1,3,2281,Unfurnished,2,10,14,8,Villa,17334201
H1978,Hyderabad,2,1,3,2656,Semi-Furnished,0,15,7,9,Villa,3613685
H1979,Hyderabad,2,4,0,3344,Furnished,1,4,13,17,Villa,9986025
H1980,Bangalore,5,1,3,1652,Unfurnished,2,15,3,15,Independent House,11292646
H1981,Pune,4,4,2,3785,Furnished,0,6,11,13,Independent House,4319672
H1982,Mumbai,2,4,1,3109,Furnished,0,18,9,10,Apartment,1848492
H1983,Mumbai,3,2,1,1520,Furnished,1,0,5,14,Villa,4456649
H1984,Hyderabad,3,3,3,3814,Unfurnished,2,8,5,16,Apartment,3523001
H1985,Delhi,5,1,3,3037,Semi-Furnished,1,17,11,13,Independent House,16718006
H1986,Delhi,5,2,2,1231,Unfurnished,2,12,12,13,Apartment,17623964
H1987,Bangalore,1,1,2,1281,Furnished,0,25,4,11,Independent House,6025931
H1988,Mumbai,1,4,3,2804,Semi-Furnished,2,14,9,18,Villa,17760827
H1989,Hyderabad,1,1,3,2982,Furnished,2,2,8,16,Apartment,5838748
H1990,Pune,5,3,2,2907,Semi-Furnished,2,23,12,14,Apartment,6125202
H1991,Mumbai,5,4,0,2729,Unfurnished,2,27,4,13,Apartment,21883959
H1992,Hyderabad,5,4,2,1353,Semi-Furnished,2,9,4,9,Apartment,11553196
H1993,Hyderabad,3,2,0,2064,Unfurnished,1,8,2,9,Villa,17257935
H1994,Chennai,5,3,1,3843,Furnished,2,12,9,16,Independent House,12445089
H1995,Pune,3,4,1,3902,Semi-Furnished,2,15,3,12,Independent House,9938182
H1996,Chennai,1,3,2,1319,Furnished,0,2,4,14,Villa,24931883
H1997,Bangalore,1,1,0,674,Semi-Furnished,2,21,14,8,Independent House,17424646
H1998,Chennai,1,3,2,1893,Unfurnished,0,22,7,13,Apartment,16394285
H1999,Kolkata,2,4,2,2522,Semi-Furnished,1,14,10,11,Villa,24551549
H2000,Chennai,2,2,0,3273,Semi-Furnished,1,16,8,11,Independent House,17969096
